r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
200571 13862 13218 4392 13862 14762 13862 16588 3058.7682371070896 5
227463 13866 54050 93915 13866 14766 13866 16853 34324.14669090411 5
321415 13868 6365 6796 13868 14768 13868 16618 5971.909799819377 5
149827 13870 2848 3859 13870 14770 13870 16637 7988.6621634516405 5
331587 13872 39988 104013 13872 14772 13872 16659 10349.777996856452 5
100866 13874 3121 10271 13874 14774 13874 16615 4915.0760632667525 5
27638 13876 11438 16307 13876 14776 13876 16596 2356.710172360545 5
46417 13878 10272 7086 13878 14778 13878 16623 5372.800732857019 5
147066 13880 38065 53488 13880 14780 13880 16629 5811.508549762282 5
7354 13882 116360 9562 13882 14782 13882 16623 4807.949036512342 5
166443 13884 35762 17173 13884 14784 13884 16607 2676.7689491639694 5
71554 13886 16579 129689 13886 14786 13886 16640 6475.226567905715 5
211516 13888 71288 13207 13888 14788 13888 16764 21002.8301952006 5
286771 13890 119319 4736 13890 14790 13890 16668 9340.883006108628 5
240725 13892 65766 85427 13892 14792 13892 16613 2421.341618195266 5
149506 13894 44483 7538 13894 14794 13894 16615 2426.055809496721 5
61014 13896 12092 62146 13896 14796 13896 16991 47365.68197707025 5
283223 13898 100477 9903 13898 14798 13898 16631 3956.2113653399947 5
215923 13900 70113 2504 13900 14800 13900 16673 8709.916871130119 5
226320 13902 36206 91528 13902 14802 13902 16631 3377.842774311339 5
311651 13904 4234 96748 13904 14804 13904 16646 4998.270722476764 5
132557 13906 104867 5425 13906 14806 13906 16657 6033.474985963262 5
229401 13908 8024 124003 13908 14808 13908 16645 4438.068705184233 5
319064 13910 11770 5578 13910 14810 13910 16628 2070.4397782575898 5
314060 13912 100512 9557 13912 14812 13912 16647 4185.878662190764 5
103227 13914 4244 9902 13914 14814 13914 16632 2131.793940175366 5
106224 13916 1934 14858 13916 14816 13916 16639 2655.860575031215 5
68063 13918 7116 12309 13918 14818 13918 16675 6792.236627395552 5
22246 13920 11193 4249 13920 14820 13920 16651 3606.0041705442663 5
17940 13922 71269 4737 13922 14822 13922 16741 14242.999592140199 5
146391 13924 128388 10470 13924 14824 13924 16654 3539.392400362699 5
313267 13926 11919 11301 13926 14826 13926 16705 9434.91798226716 5
87598 13928 98640 11376 13928 14828 13928 16646 2071.75575980842 5
243923 13930 109482 75685 13930 14830 13930 16773 17069.531891963234 5
301937 13935 3369 7923 13935 14835 13935 16684 5775.214110411449 5
22947 13952 4730 11418 13952 14852 13952 16672 2280.371334803795 5
268028 13959 15496 5180 13959 14859 13959 16689 3599.8008812305543 5
250203 13971 91205 115093 13971 14871 13971 16826 18495.023816577603 5
222588 13977 86231 5762 13977 14877 13977 16788 13260.986861532958 5
4675 13983 109464 64492 13983 14883 13983 16906 26668.496564498313 5
52534 13992 7885 7347 13992 14892 13992 16729 4338.285405146756 5
113203 13994 100512 8307 13994 14894 13994 16723 3414.7575468564055 5
303146 13998 4724 7887 13998 14898 13998 16744 5411.871255934335 5
217885 14007 38603 13209 14007 14907 14007 16746 4605.654632207218 5
246309 14011 3377 68514 14011 14911 14011 16735 2820.3360581057527 5
228058 14031 4962 85385 14031 14931 14031 16783 6123.970232083116 5
337920 14049 16907 73370 14049 14949 14049 16778 3397.1647277298707 5
138584 14066 11304 95426 14066 14966 14066 16808 4956.719299894195 5
100543 14075 104752 2577 14075 14975 14075 16825 5896.6412636423465 5
322908 14088 10474 11376 14088 14988 14088 16820 3735.715314434068 5
263097 14105 9884 95434 14105 15005 14105 16839 4037.8107323223876 5
230135 14115 47552 16670 14115 15015 14115 16868 6352.770156018512 5
95483 14123 4835 5425 14123 15023 14123 16857 4024.727601578462 5
21392 14129 18351 14779 14129 15029 14129 16919 10715.710242279303 5
325518 14131 125161 10163 14131 15031 14131 16858 3122.9118695085126 5
133070 14133 11304 91508 14133 15033 14133 16881 5658.0636695304065 5
176840 14138 126596 64492 14138 15038 14138 17038 23967.051136837108 5
52011 14143 10935 14014 14143 15043 14143 16930 10407.853848982535 5
299122 14146 17206 123434 14146 15046 14146 16892 5420.159695433759 5
163184 14151 6796 11195 14151 15051 14151 16878 3139.5956900762203 5
42674 14163 4248 6081 14163 15063 14163 16882 2199.391205113344 5
85768 14171 5194 5422 14171 15071 14171 16888 2010.9407461869807 5
232426 14175 87202 11845 14175 15075 14175 16916 4830.549881627461 5
132122 14178 14773 87409 14178 15078 14178 16901 2643.490832502184 5
98182 14185 8303 7659 14185 15085 14185 16919 4050.4839134829685 5
197077 14193 3118 9889 14193 15093 14193 16926 3896.6144496153474 5
247598 14206 9904 11509 14206 15106 14206 16935 3469.0082341454413 5
24853 14225 111707 11435 14225 15125 14225 16959 4024.9529871698664 5
228796 14232 35971 10920 14232 15132 14232 16973 4812.435468796165 5
224993 14239 14773 44474 14239 15139 14239 16976 4350.714093281924 5
233200 14251 18263 489 14251 15151 14251 16991 4683.552566468068 5
194995 14268 125218 10046 14268 15168 14268 17013 5329.865192869766 5
298413 14279 103790 6391 14279 15179 14279 16997 2138.819189827395 5
41456 14292 8234 103134 14292 15192 14292 17039 5572.217252218195 5
116084 14297 123515 7689 14297 15197 14297 17059 7359.19112914839 5
187445 14323 100375 4743 14323 15223 14323 17068 5376.154822650596 5
297010 14337 2418 49973 14337 15237 14337 17101 7624.472517803 5
205460 14360 9398 62118 14360 15260 14360 17413 42279.823062564305 5
153747 14366 3147 96662 14366 15266 14366 17167 12061.662338658627 5
300404 14374 3505 85474 14374 15274 14374 17135 7317.681193815126 5
165856 14381 7893 15631 14381 15281 14381 17116 4167.72925391703 5
86271 14398 11713 129879 14398 15298 14398 17119 2431.808803445224 5
57300 14414 18056 10160 14414 15314 14414 17158 5257.82812207927 5
105484 14428 9600 1453 14428 15328 14428 17270 17011.37133221372 5
330844 14432 8093 10472 14432 15332 14432 17150 2043.3150342592044 5
48259 14440 7860 14546 14440 15340 14440 17273 15892.195550341497 5
1028 14454 1460 53536 14454 15354 14454 17288 16039.244832102686 5
11944 14472 66160 3137 14472 15372 14472 17195 2749.906059556693 5
8118 14480 93808 9111 14480 15380 14480 17222 4923.543270410878 5
328581 14495 35751 42280 14495 15395 14495 17239 5203.968315644423 5
110241 14498 130810 9397 14498 15398 14498 17225 3226.6324106685865 5
277870 14505 4407 18565 14505 15405 14505 17246 4885.174665536106 5
124752 14521 4250 5204 14521 15421 14521 17245 2789.710009776591 5
15513 14523 100488 11428 14523 15423 14523 17268 5285.047608102921 5
308546 14531 53535 11375 14531 15431 14531 17271 4758.662480826058 5
261632 14543 130911 14236 14543 15443 14543 17273 3537.8507734246245 5
329118 14549 10098 85466 14549 15449 14549 17296 5613.506311661541 5
276590 14557 16531 7265 14557 15457 14557 17301 5217.992162372794 5
118386 14580 18352 95434 14580 15480 14580 17313 3894.5984908775777 5
59535 14592 100422 2571 14592 15492 14592 17326 4049.9209466793463 5
