r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
101873 25 5581 3376 25 925 25 2787 7356.711842206412 5
4808 36 16820 55539 36 936 36 2757 2405.440734780659 5
213483 49 104602 13212 49 949 49 2826 9211.101554905934 5
145387 56 3117 11509 56 956 56 2794 4559.364641640496 5
287578 58 100444 95434 58 958 58 2776 2073.9494342413664 5
46711 79 16912 2495 79 979 79 2816 4368.621082757438 5
198731 88 12274 3616 88 988 88 2855 7979.921591497246 5
252540 90 96651 5132 90 990 90 2832 5012.472852587268 5
320638 94 10669 93822 94 994 94 2834 4713.182320831781 5
217391 110 7342 11418 110 1010 110 2856 5474.285296998232 5
317002 117 128956 15531 117 1017 117 2899 9730.751024171293 5
206364 125 93808 11888 125 1025 125 2895 8327.060674194734 5
97732 130 14001 2662 130 1030 130 2852 2604.886450517533 5
150132 139 36315 9438 139 1039 139 2905 7822.742364182861 5
112020 161 4250 95434 161 1061 161 2880 2170.1077389486654 5
18046 176 11316 6335 176 1076 176 2991 13778.715080624866 5
256385 184 11845 3123 184 1084 184 2906 2637.575737313193 5
178743 192 37005 7975 192 1092 192 2918 3061.555362211832 5
116434 200 4374 16303 200 1100 200 2943 5125.055237142346 5
227577 218 8369 7975 218 1118 218 2972 6458.971464257535 5
196736 234 121454 4751 234 1134 234 2974 4723.976576175769 5
84617 242 42278 74143 242 1142 242 2975 3854.9092707843965 5
31680 249 5549 8088 249 1149 249 2996 5527.675714446192 5
150670 282 7881 86169 282 1182 282 3103 14433.330509208768 5
259761 301 9837 9560 301 1201 301 3082 9641.855549310427 5
207058 303 4724 5564 303 1203 303 3040 4396.921498594284 5
125800 305 103933 406 305 1205 305 3028 2660.2891442197993 5
56889 307 112056 8933 307 1207 307 3075 8045.779531140311 5
80359 313 2631 7752 313 1213 313 3035 2567.946708409945 5
114017 325 7649 3312 325 1225 325 3210 22138.823242673123 5
267578 331 37005 112086 331 1231 331 3109 9325.354070389069 5
333177 351 7347 2250 351 1251 351 3087 4295.299305747527 5
274458 368 96983 2852 368 1268 368 3101 3870.4022459929156 5
253296 388 15207 120303 388 1288 388 3107 2180.719839152387 5
209106 409 2950 3619 409 1309 409 3203 11265.306616808071 5
324338 424 4599 8916 424 1324 424 3150 3108.065915111709 5
167921 437 3170 7103 437 1337 437 3198 7247.2191380629865 5
12813 439 4235 18431 439 1339 439 3173 3964.4250514155565 5
312870 444 87170 2663 444 1344 444 3215 8515.022488453355 5
221460 453 57202 10270 453 1353 453 3209 6612.653329568501 5
192585 457 3156 15763 457 1357 457 3191 4022.885365558432 5
310312 473 6921 405 473 1373 473 3252 9440.288010555285 5
313460 477 5773 4742 477 1377 477 3195 2052.781123185004 5
15810 482 85477 17173 482 1382 482 3220 4475.903203928996 5
4809 490 11867 116384 490 1390 490 3247 6816.217622469522 5
233494 513 9857 2810 513 1413 513 3248 4130.489266355258 5
103982 524 88474 3150 524 1424 524 3308 10063.633453267998 5
238504 536 96983 43455 536 1436 536 3279 5090.166417830285 5
85950 539 7807 10188 539 1439 539 3264 2956.6089066715103 5
258333 541 100480 127645 541 1441 541 3266 2994.398107401454 5
122332 543 51779 5566 543 1443 543 3290 5639.287112906513 5
255109 553 5421 10051 553 1453 553 3303 5924.862499151063 5
225259 563 36239 7034 563 1463 563 3307 5190.841693597049 5
322453 570 117361 85435 570 1470 570 3332 7426.372106919174 5
281400 577 10533 9440 577 1477 577 3363 10266.764103684578 5
179574 579 105053 85424 579 1479 579 3367 10449.983271177243 5
144758 583 128753 18636 583 1483 583 3305 2635.2767779246374 5
141570 589 11415 9553 589 1489 589 3361 8601.215113294438 5
109729 601 6376 14658 601 1501 601 3375 8842.280558598088 5
169114 635 7796 8509 635 1535 635 3388 6261.776963303152 5
185527 645 7885 10822 645 1545 645 3403 6852.663230949993 5
133854 650 10276 14395 650 1550 650 3384 4030.411414589048 5
288105 657 16032 103759 657 1557 657 3397 4742.189050109181 5
21690 675 85092 85460 675 1575 675 3422 5606.44108648168 5
171888 687 14793 104580 687 1587 687 3484 11633.707375158505 5
26676 710 111704 87453 710 1610 710 3462 6180.607433263382 5
