r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
39916 20819 61414 65770 20819 21719 20819 23565 5417.087562700296 5
88224 20821 10464 6163 20821 21721 20821 23554 3867.4183913193656 5
294909 20823 18061 91502 20823 21723 20823 23550 3152.784947915594 5
104772 20825 36230 43094 20825 21725 20825 23563 4460.769307256608 5
41430 20827 11971 8933 20827 21727 20827 23556 3394.241264733549 5
161692 20829 2860 100399 20829 21729 20829 23593 7586.013220371817 5
330826 20831 6370 112165 20831 21731 20831 23553 2608.502800325129 5
167048 20833 83650 109702 20833 21733 20833 23586 6293.990405144039 5
338769 20835 10461 4364 20835 21735 20835 23566 3640.808200380914 5
212235 20837 129367 15186 20837 21737 20837 23565 3258.481008315576 5
277220 20839 14007 7328 20839 21739 20839 23581 5039.937576169029 5
7338 20841 10048 2631 20841 21741 20841 23584 5150.079829663632 5
199204 20843 17088 91508 20843 21743 20843 23581 4541.381862321129 5
322888 20845 100512 3385 20845 21745 20845 23609 7620.604177834291 5
51238 20847 5454 11509 20847 21747 20847 23568 2450.9891366738166 5
171186 20849 9560 11971 20849 21749 20849 23612 7482.867594883319 5
264896 20851 115722 93915 20851 21751 20851 23571 2312.537851170681 5
250183 20853 35757 36317 20853 21753 20853 23580 3231.1424651761913 5
336731 20855 11712 11194 20855 21755 20855 23585 3480.6860963701447 5
189466 20857 53530 130463 20857 21757 20857 23611 6363.102015694168 5
169617 20859 18565 7090 20859 21759 20859 23627 8158.762307449542 5
64740 20861 11438 9889 20861 21761 20861 23605 5244.324223841179 5
163167 20863 103926 100363 20863 21763 20863 23607 5238.046016252406 5
36679 20865 36002 4109 20865 21765 20865 23636 8435.004259011826 5
61659 20867 129817 17174 20867 21767 20867 23594 3159.6934407063027 5
24837 20869 520 11438 20869 21769 20869 23593 2780.2833031574332 5
239943 20871 85434 57110 20871 21771 20871 23594 2705.6265414234394 5
34315 20873 15109 114720 20873 21773 20873 23646 8647.29176373894 5
251003 20875 2663 7447 20875 21775 20875 23630 6505.929174850389 5
211488 20877 14492 2867 20877 21777 20877 23614 4375.198899261016 5
296989 20879 9212 93915 20879 21779 20879 23701 14600.414161222838 5
13977 20881 14807 3164 20881 21781 20881 23635 6448.23811019601 5
224271 20883 94674 5046 20883 21783 20883 23613 3571.559757111889 5
333428 20885 74869 24470 20885 21785 20885 23716 15716.557363962402 5
217856 20887 98604 8541 20887 21787 20887 23633 5456.612438612416 5
108215 20889 3120 93835 20889 21789 20889 23654 7749.093112124006 5
173031 20891 53530 2662 20891 21791 20891 23627 4212.216168148282 5
185227 20893 53543 7755 20893 21793 20893 23676 9876.356543944463 5
230112 20895 11400 11889 20895 21795 20895 23617 2559.010512338378 5
147045 20897 36080 100357 20897 21797 20897 23638 4867.2973678521 5
107608 20899 1195 4599 20899 21799 20899 23736 16356.23424931389 5
289146 20901 59300 7934 20901 21801 20901 23716 13774.853825771266 5
223307 20903 34095 12085 20903 21803 20903 23795 23016.569484316376 5
182239 20905 100374 104426 20905 21805 20905 23656 6097.29582804433 5
221868 20907 59300 7348 20907 21807 20907 23752 17306.224621459245 5
168924 20909 130911 14798 20909 21809 20909 23626 2029.6744964086015 5
52514 20911 128753 58933 20911 21811 20911 23652 4813.950621870101 5
179233 20913 2848 77412 20913 21813 20913 23641 3274.292326739339 5
113777 20915 2848 9584 20915 21815 20915 23700 10154.88552444568 5
110789 20917 105624 35953 20917 21817 20917 23635 2138.372691877224 5
313649 20919 14490 8024 20919 21819 20919 23675 6676.177085349018 5
278481 20921 100485 123954 20921 21821 20921 23646 2899.8433803918506 5
120335 20923 12970 9561 20923 21823 20923 23685 7410.327133957951 5
270293 20925 6933 4108 20925 21825 20925 23712 10396.139265003705 5
301916 20927 8311 4245 20927 21827 20927 23653 3087.0234740896303 5
141255 20929 53528 100479 20929 21829 20929 23685 6703.48781775977 5
102272 20931 12081 1427 20931 21831 20931 23699 8148.02290509209 5
197755 20933 2652 36306 20933 21833 20933 23667 4002.504387969411 5
310140 20935 85469 7015 20935 21835 20935 23671 4261.506159027623 5
121386 20937 8304 13627 20937 21837 20937 23659 2615.034746211008 5
6515 20939 15185 12972 20939 21839 20939 23662 2659.2180923167416 5
235821 20941 100623 36229 20941 21841 20941 23700 7074.97549528519 5
79442 20943 126938 13181 20943 21843 20943 23676 3923.5717779406677 5
17927 20945 10472 6777 20945 21845 20945 23683 4524.356646588663 5
256221 20947 11304 11376 20947 21847 20947 23690 5086.739677217 5
22937 20949 4737 35777 20949 21849 20949 23687 4464.3850713414 5
102737 20951 85360 10363 20951 21851 20951 23677 3056.0045044195244 5
276574 20953 15185 10836 20953 21853 20953 23682 3374.6890224887024 5
239503 20955 120233 35764 20955 21855 20955 23675 2313.637646429803 5
10690 20957 100481 8318 20957 21857 20957 23695 4503.112362661549 5
302597 20963 35951 10721 20963 21863 20963 23729 7887.603374239543 5
285225 20970 4086 6898 20970 21870 20970 23748 9262.689480025858 5
153731 20975 65531 128065 20975 21875 20975 23755 9519.62907819103 5
60279 20985 4089 7475 20985 21885 20985 23847 19385.130658010803 5
205453 20990 4480 8312 20990 21890 20990 23758 8043.360794784291 5
128455 20992 36303 11316 20992 21892 20992 23717 2983.2135069258234 5
62249 21000 117660 8241 21000 21900 21000 23764 7602.902548885184 5
197058 21006 9837 7367 21006 21906 21006 23743 4376.559453398269 5
108765 21015 120315 16921 21015 21915 21015 23743 3241.0633702537366 5
66923 21017 120273 35763 21017 21917 21017 23755 4440.986414850829 5
77245 21019 94188 6783 21019 21919 21019 23819 11945.418547121866 5
60994 21024 5427 15361 21024 21924 21024 23831 12781.975697274253 5
137409 21029 117660 3143 21029 21929 21029 23796 7983.432750768237 5
74767 21034 4736 14247 21034 21934 21034 23831 11635.323292238183 5
208134 21040 3385 11195 21040 21940 21040 23847 12782.07222359714 5
46399 21042 14797 13627 21042 21942 21042 23762 2353.8410377962923 5
90972 21048 16356 87344 21048 21948 21048 23767 2248.0283327905986 5
5281 21052 10469 6889 21052 21952 21052 23783 3694.6865548620754 5
181597 21056 11376 129879 21056 21956 21056 23780 2803.1590562549413 5
219467 21058 7644 65753 21058 21958 21058 23785 3207.966382879964 5
293498 21064 4089 129440 21064 21964 21064 23782 2074.332441988145 5
251816 21068 5925 3684 21068 21968 21068 23794 3028.0134001998695 5
406 21076 9479 7688 21076 21976 21076 23859 9845.563347528325 5
127787 21078 4243 36314 21078 21978 21078 23849 8506.137034418669 5
228040 21084 11193 11766 21084 21984 21084 23831 5623.591062122694 5
110226 21089 96747 4791 21089 21989 21089 23813 2850.2803089266495 5
224968 21093 85479 45552 21093 21993 21093 23879 10242.013667648633 5
281181 21095 3379 117800 21095 21995 21095 23818 2716.183609705833 5
265877 21097 6610 4477 21097 21997 21097 23834 4341.836007719421 5
201270 21107 13218 5789 21107 22007 21107 23857 5940.384553219861 5
313248 21112 35759 4375 21112 22012 21112 23844 3742.093452139883 5
123990 21115 11420 8237 21115 22015 21115 23892 9131.660324823262 5
269425 21117 53536 2685 21117 22017 21117 23946 15377.326345740747 5
21370 21119 36056 118147 21119 22019 21119 23882 7493.286226868711 5
16693 21123 10361 11766 21123 22023 21123 23871 5702.521347056844 5
290484 21129 53536 4249 21129 22029 21129 23857 3252.505626260967 5
192219 21133 8920 8931 21133 22033 21133 23856 2756.9908180974126 5
262311 21140 85123 85488 21140 22040 21140 23914 8834.574247761047 5
59517 21150 10048 9556 21150 22050 21150 23898 5717.781432898303 5
193539 21152 65712 17179 21152 22052 21152 23899 5597.89072905315 5
