r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
170032 10 6886 3125 10 910 10 2729 2170.461631027315 5
20287 12 3511 96985 12 912 12 2746 4021.0102732061077 5
1260 14 96663 14071 14 914 14 2747 3916.1470511388434 5
121125 17 95538 7102 17 917 17 2782 7733.106127809605 5
334637 19 130911 16907 19 919 19 2750 3653.443730956682 5
211900 27 98590 3703 27 927 27 2823 11422.197143276604 5
120061 33 2116 53529 33 933 33 2761 3251.0598574679925 5
140372 44 51777 18431 44 944 44 2776 3758.626816483784 5
170917 52 4743 12609 52 952 52 2871 14173.643913740103 5
32375 57 11436 47586 57 957 57 2820 7546.921634208022 5
64398 62 5193 3148 62 962 62 2837 8942.920451327796 5
165518 77 3117 103607 77 977 77 2815 4509.288572755294 5
335230 81 14793 7887 81 981 81 2818 4321.127825607262 5
239152 84 5471 96619 84 984 84 2820 4276.044558744967 5
95151 95 7962 48296 95 995 95 2848 6325.265123199542 5
156681 118 100469 10469 118 1018 118 2862 5216.961710749192 5
117359 138 91496 35939 138 1038 138 2930 10964.124747358926 5
321642 149 2115 2810 149 1049 149 2907 6845.056944193474 5
25253 153 14796 10474 153 1053 153 2896 5145.102275597465 5
201635 163 10270 11988 163 1063 163 2924 7227.741122521042 5
191804 169 7338 16725 169 1069 169 3010 16890.95050888259 5
238563 184 5549 11426 184 1084 184 2913 3388.3556365926474 5
177075 195 11434 188 195 1095 195 2934 4638.549824751997 5
45470 209 2660 4115 209 1109 209 2929 2352.255987627079 5
100133 212 10823 5454 212 1112 212 2979 8012.7801597828275 5
329434 220 12209 7973 220 1120 220 2989 8206.145732211464 5
23299 224 100476 3137 224 1124 224 2977 6296.03340415746 5
77670 232 8313 100442 232 1132 232 2955 2687.9589822696494 5
160572 237 130628 16911 237 1137 237 2969 3802.2004321044697 5
132415 249 4732 17176 249 1149 249 3013 7679.330974557256 5
180763 261 103607 62136 261 1161 261 3314 42275.628573894086 5
208397 278 6088 62171 278 1178 278 3352 44825.3327036755 5
