r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
307726 12055 33568 4101 12055 12955 12055 14817 7373.32955316787 5
60291 12057 22283 2098 12057 12957 12057 14789 3755.0787266669186 5
82990 12059 46445 11507 12059 12959 12059 14777 2099.697188922621 5
266515 12061 14480 7885 12061 12961 12061 14786 2973.795885897255 5
325512 12063 5425 3617 12063 12963 12063 14819 6677.951679012762 5
279452 12065 55610 5546 12065 12965 12065 14806 4844.908095583784 5
77260 12067 18924 13286 12067 12967 12067 14849 9767.409217479848 5
25617 12069 3125 13210 12069 12969 12069 14792 2743.8730996585173 5
28697 12071 71188 66159 12071 12971 12071 14930 18970.11579505142 5
322278 12073 13180 6370 12073 12973 12073 14794 2441.8910143266753 5
225671 12075 10422 85477 12075 12975 12075 14840 7733.316275757274 5
332015 12077 87642 18431 12077 12977 12077 14795 2059.3475267079752 5
196580 12079 73 3514 12079 12979 12079 15039 31138.205970305273 5
339336 12081 15352 4738 12081 12981 12081 14829 5665.693474324142 5
199901 12083 2907 9799 12083 12983 12083 14819 4291.441993771148 5
66940 12087 15673 85477 12087 12987 12087 14823 4235.990148107038 5
7352 12089 7095 3591 12089 12989 12089 14919 15575.280945537159 5
326095 12091 87246 16697 12091 12991 12091 14857 7848.868336401369 5
203298 12093 8526 3520 12093 12993 12093 14842 5818.477099628626 5
133069 12096 80587 100476 12096 12996 12096 14982 22298.662074645126 5
114523 12098 70771 94813 12098 12998 12098 14854 6698.744171566884 5
183798 12100 36306 4379 12100 13000 12100 14826 3053.896960860854 5
184520 12102 11750 13745 12102 13002 12102 14851 5765.334689742584 5
12572 12104 18176 3124 12104 13004 12104 14881 9152.294902648586 5
190798 12106 18156 44470 12106 13006 12106 14897 10832.181671546807 5
156884 12110 118393 16926 12110 13010 12110 14842 3839.9372344840517 5
303852 12112 11410 9396 12112 13012 12112 14847 4109.706312786889 5
100859 12121 2848 17173 12121 13021 12121 14860 4660.063933580353 5
87594 12130 10353 11301 12130 13030 12130 14868 4466.7524405796485 5
264903 12149 3236 36304 12149 13049 12149 14890 4838.523159913779 5
69439 12176 109472 7956 12176 13076 12176 15243 43920.52309951506 5
259439 12179 2927 16194 12179 13079 12179 15060 21652.671963695913 5
325174 12209 3515 2849 12209 13109 12209 14965 6633.009840762533 5
231683 12214 128753 11418 12214 13114 12214 14941 3121.214690637209 5
157496 12219 104753 51781 12219 13119 12219 14955 4283.777872741319 5
59533 12222 54865 7973 12222 13122 12222 14956 4059.580179098981 5
242150 12233 11420 95594 12233 13133 12233 15074 16876.499187978137 5
19899 12239 14657 8377 12239 13139 12239 14978 4599.277799766153 5
274166 12243 62242 88752 12243 13143 12243 15314 44431.27998545294 5
214587 12262 11194 15188 12262 13162 12262 15002 4701.998099564946 5
116962 12266 109505 34501 12266 13166 12266 15114 17754.449824058065 5
67495 12276 118265 38062 12276 13176 12276 14995 2175.9288023851277 5
306470 12294 5865 73370 12294 13194 12294 15018 2854.2654747757415 5
176837 12296 36206 87315 12296 13196 12296 15058 7389.332980408826 5
270312 12299 5560 123880 12299 13199 12299 15022 2750.8053654405603 5
194993 12306 35989 11965 12306 13206 12306 15087 9634.0636696774 5
105479 12311 17206 5555 12311 13211 12311 15045 4050.6204142252013 5
92746 12315 2663 130752 12315 13215 12315 15072 6834.301199703559 5
162477 12324 10160 4245 12324 13224 12324 15085 7302.292165784599 5
136037 12326 85454 95434 12326 13226 12326 15065 4564.471832922916 5
82991 12334 51776 12093 12334 13234 12334 15110 9072.31766486842 5
113794 12355 9903 8322 12355 13255 12355 15089 3973.326095686764 5
71550 12366 16921 125430 12366 13266 12366 15126 7169.613116855015 5
293517 12369 13231 95337 12369 13269 12369 15087 2142.9853641274944 5
238839 12372 7846 4588 12372 13272 12372 15143 8403.886620468447 5
9546 12382 14797 8916 12382 13282 12382 15104 2580.5569821653376 5
163790 12389 62041 64492 12389 13289 12389 15292 24333.422832486038 5
66279 12393 129816 6800 12393 13293 12393 15150 6761.966848632482 5
8877 12399 11305 7687 12399 13299 12399 15132 3929.2185624646727 5
204719 12418 11303 4381 12418 13318 12418 15179 7240.2005562561435 5
243305 12423 15497 6736 12423 13323 12423 15140 2031.332978744857 5
3423 12432 6367 4745 12432 13332 12432 15174 4936.6938073492065 5
108231 12435 4085 11514 12435 13335 12435 15168 3850.794024489346 5
230890 12440 17395 14053 12440 13340 12440 15210 8394.55418871752 5
215921 12453 91205 88270 12453 13353 12453 15171 2087.3999656590167 5
185245 12463 4234 11299 12463 13363 12463 15225 7374.395550948516 5
175209 12469 11420 100480 12469 13369 12469 15208 4604.656854019246 5
188095 12479 112066 4726 12479 13379 12479 15240 7270.777991301349 5
45163 12500 65331 7973 12500 13400 12500 15226 3042.2804746669485 5
265284 12503 12765 2636 12503 13403 12503 15253 5968.254121168854 5
155167 12511 7140 14486 12511 13411 12511 15235 2824.518037109553 5
320370 12518 9891 14595 12518 13418 12518 15281 7547.01217974637 5
126753 12521 7085 11965 12521 13421 12521 15249 3257.5993888811654 5
142080 12533 117660 6725 12533 13433 12533 15265 3734.4187620853554 5
119707 12541 4245 96647 12541 13441 12541 15270 3472.46174185916 5
260223 12549 7881 9557 12549 13449 12549 15302 6274.116076392677 5
123311 12560 3124 7689 12560 13460 12560 15325 7778.427210631905 5
330841 12571 4753 11895 12571 13471 12571 15302 3668.4034520975283 5
171200 12577 109629 64492 12577 13477 12577 15476 23827.816446789133 5
272433 12583 47623 10053 12583 13483 12583 15315 3815.4621062669567 5
264504 12653 8323 8918 12653 13553 12653 15402 5830.068261478478 5
293518 12655 3369 18636 12655 13555 12655 15433 9240.29740590419 5
41863 12660 4477 11699 12660 13560 12660 15398 4456.011609965768 5
192243 12672 3114 121556 12672 13572 12672 15390 2124.627080587852 5
43606 12680 10049 128486 12680 13580 12680 15410 3544.01688575099 5
108779 12687 91535 2632 12687 13587 12687 15410 2731.2753774080397 5
252380 12689 39949 8024 12689 13589 12689 15451 7339.801177409851 5
255628 12694 129396 2656 12694 13594 12694 15457 7441.655008802535 5
140014 12706 16865 11713 12706 13606 12706 15436 3498.396847401726 5
2602 12708 62175 127992 12708 13608 12708 15745 40358.78119536065 5
247593 12715 15525 118005 12715 13615 12715 15447 3727.5253708199243 5
132554 12730 86141 91533 12730 13630 12730 15500 8301.068511105072 5
100860 12736 106766 127605 12736 13636 12736 15470 3992.630137897228 5
339337 12747 4743 13286 12747 13647 12747 15514 7998.428129219356 5
164361 12752 7090 11756 12752 13652 12752 15483 3693.987930313432 5
213980 12765 5663 16287 12765 13665 12765 15491 3062.146518054967 5
90985 12775 15185 17688 12775 13675 12775 15493 2100.134473064713 5
33500 12779 7090 44280 12779 13679 12779 15518 4563.804807326132 5
116082 12789 9902 53541 12789 13689 12789 15522 3924.477072060769 5
63543 12792 11194 8210 12792 13692 12792 15536 5277.357049716689 5
70804 12796 124695 130090 12796 13696 12796 15539 5156.66301883316 5
31393 12805 5622 6326 12805 13705 12805 15643 16477.420543600107 5
212240 12810 7845 112165 12810 13710 12810 15554 5179.982331359051 5
163183 12820 1944 14658 12820 13720 12820 15634 13671.624086831462 5
