r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
295340 6 2662 1419 6 906 6 2750 5174.337501955765 5
276990 8 8304 69217 8 908 8 2801 11044.904053879112 5
208428 20 4731 5574 20 920 20 2773 6291.495101528964 5
214872 32 11304 129711 32 932 32 2782 5934.064497796753 5
139669 35 91519 3124 35 935 35 2754 2164.209550004244 5
270659 46 62237 115774 46 946 46 3117 44427.98163617428 5
135339 50 3132 11513 50 950 50 2801 6025.937115383558 5
272123 59 98638 4872 59 959 59 2833 8768.29217401994 5
215594 64 12123 4788 64 964 64 2873 13035.564181655604 5
61382 69 7104 74049 69 969 69 2818 5875.273213808229 5
114935 93 125508 3135 93 993 93 2817 2829.618424011021 5
90278 108 10097 11436 108 1008 108 2835 3191.3535647506114 5
104033 113 3120 4747 113 1013 113 2846 3842.6541285245567 5
69787 131 109599 985 131 1031 131 3108 33162.020965482705 5
232851 136 65755 95803 136 1036 136 2859 2750.7420999090527 5
191846 145 7855 35756 145 1045 145 2903 6912.810658573597 5
243664 151 10116 98600 151 1051 151 2886 4130.780868178675 5
97141 155 14796 5783 155 1055 155 2919 7568.098651556319 5
241795 170 11370 15192 170 1070 170 2901 3647.8186849797844 5
26054 179 11303 9899 179 1079 179 2912 3929.5095733126095 5
82072 184 35774 112165 184 1084 184 2925 4899.3260973398 5
125901 189 4739 9551 189 1089 189 2926 4435.278922719366 5
200248 198 5059 12765 198 1098 198 3002 12474.020406452408 5
112996 202 62242 42999 202 1102 202 3262 43092.90544194123 5
201668 212 4741 4480 212 1112 212 2977 7729.95368150711 5
238594 216 5537 4738 216 1116 216 3005 10670.916169806422 5
125183 219 35931 7103 219 1119 219 2979 7089.669303083627 5
46069 226 7348 2114 226 1126 226 2956 3594.482324765863 5
261995 230 6789 6278 230 1130 230 3027 11603.89714090782 5
220791 243 130810 15531 243 1143 243 2983 4762.325700812994 5
79770 254 2116 18431 254 1154 254 2977 2757.2750712905536 5
97843 262 2856 4072 262 1162 262 3009 5540.927908094751 5
153385 270 10051 6777 270 1170 270 3001 3643.7148284723453 5
188447 284 6736 3791 284 1184 284 3063 9402.46206894256 5
300161 292 45593 87453 292 1192 292 3042 5990.337143993363 5
18190 295 87175 36236 295 1195 295 3069 8768.583346328733 5
284237 309 95566 7348 309 1209 309 3053 5188.972726164538 5
229767 334 130027 7954 334 1234 334 3055 2431.4658381976533 5
6237 336 91501 15996 336 1236 336 3123 10346.84751647867 5
17013 340 95426 2662 340 1240 340 3094 6448.94521738141 5
318414 350 11844 103607 350 1250 350 3097 5570.329591788051 5
114181 356 4250 13205 356 1256 356 3087 3672.3370689440967 5
279774 367 4215 86216 367 1267 367 3165 11646.28420931981 5
177535 377 91524 14492 377 1277 377 3126 5862.538159084446 5
81641 383 78137 87370 383 1283 383 3268 22169.462289954918 5
277572 388 100433 7684 388 1288 388 3158 8396.435420077003 5
154079 400 109461 96984 400 1300 400 3491 46821.27497975158 5
200985 404 3128 10174 404 1304 404 3187 9883.734416301442 5
11630 410 3513 65773 410 1310 410 3146 4268.118373042647 5
307381 422 16316 112165 422 1322 422 3197 8892.231710613469 5
259027 425 6375 15531 425 1325 425 3176 6035.257192903959 5
140983 433 4247 10165 433 1333 433 3198 7739.34703411016 5
205887 440 128275 128753 440 1340 440 3181 4842.420131520448 5
303494 444 85037 7833 444 1344 444 3175 3654.7323093952737 5
340420 458 104005 64515 458 1358 458 3275 13999.334230046934 5
75447 467 16531 96647 467 1367 467 3254 10356.725537247103 5
118747 493 5454 10472 493 1393 493 3247 6396.70027050472 5
316055 501 44544 88247 501 1401 501 3237 4240.818521703549 5
85459 508 93808 1569 508 1408 508 3306 11731.140099146438 5
261281 510 6796 7881 510 1410 510 3257 5621.70211073755 5
88635 517 16909 3149 517 1417 517 3303 10251.198816175774 5
279233 530 87633 100548 530 1430 530 3288 6862.2892306631065 5
134574 532 16304 89473 532 1432 532 3489 30749.097182290545 5
27997 536 96619 14487 536 1436 536 3286 5950.1423197263375 5
282025 548 5569 93821 548 1448 548 3352 12396.429474995903 5
40378 558 2255 8238 558 1458 558 3289 3700.763747806811 5
121773 579 8187 117660 579 1479 579 3328 5836.467766982347 5
143655 583 62241 65770 583 1483 583 3651 44154.634849077476 5
253862 588 7831 6149 588 1488 588 3348 7150.221984721115 5
150241 590 5469 11376 590 1490 590 3321 3654.6162562957875 5
244755 602 48296 4369 602 1502 602 3399 11527.176804104034 5
335265 613 82140 130752 613 1513 613 3659 41409.358494744956 5
168042 615 131195 4796 615 1515 615 3371 6623.182269796697 5
280915 617 120275 7100 617 1517 617 3374 6720.937733996277 5
281496 629 85092 85466 629 1529 629 3369 4687.429209007604 5
233639 632 131240 123630 632 1532 632 3411 9433.79808788036 5
6999 641 5420 85468 641 1541 641 3408 8012.4396331216885 5
227717 644 11758 2847 644 1544 644 3386 4975.2408959329705 5
309582 657 109472 1572 657 1557 657 3743 46268.58184121818 5
305059 682 109580 125607 682 1582 682 3784 48142.19055981446 5
298750 684 120460 10091 684 1584 684 3448 7616.868949495097 5
207889 699 6162 6722 699 1599 699 3447 5756.77303636165 5
186388 709 130333 62041 709 1609 709 3772 43494.13830408771 5
44827 715 4690 129711 715 1615 715 3461 5513.658731715666 5
53507 717 109502 11317 717 1617 717 3773 42662.682224659286 5
9839 723 7678 100418 723 1623 723 3482 6977.159226164004 5
93784 725 11069 14314 725 1625 725 3542 13980.578435756128 5
128896 727 104752 65770 727 1627 727 3471 5212.185136851089 5
226648 734 129986 16696 734 1634 734 3465 3630.0170116024965 5
86579 741 68786 10045 741 1641 741 3489 5722.424296949422 5
290209 755 10270 9572 755 1655 755 3493 4510.3992826497315 5
167396 769 14796 1447 769 1669 769 3573 12474.407213303659 5
156715 774 101177 70411 774 1674 774 3494 2348.516198942266 5
15920 777 38803 128388 777 1677 777 3842 43713.84826795788 5
160123 779 109472 5571 779 1679 779 3853 44871.835910007314 5
131810 795 130782 104026 795 1695 795 3513 2142.745260651194 5
278216 805 11302 11376 805 1705 805 3551 5439.107493836782 5
87959 821 100519 11401 821 1721 821 3575 6468.689100619725 5
162879 824 10472 7800 824 1724 824 3575 6010.835699769128 5
79771 829 12076 85440 829 1729 829 3565 4263.548694440066 5
165559 837 4743 7973 837 1737 837 3563 3033.9377238778534 5
41096 853 5622 5922 853 1753 853 3664 13203.862062458742 5
228484 865 8305 11752 865 1765 865 3594 3390.819847904473 5
26055 868 11346 10169 868 1768 868 3643 8952.632647619512 5
202450 886 111704 1955 886 1786 886 3728 17023.11507604944 5
252657 890 10166 10822 890 1790 890 3653 7554.784670901182 5
52422 894 62236 3143 894 1794 894 3986 47018.44009355704 5
229768 911 53544 123880 911 1811 911 3639 3255.037819966706 5
203638 917 121333 65743 917 1817 917 3645 3261.575306683558 5
94467 931 3354 8832 931 1831 931 3682 6048.265684282249 5
248596 933 62238 4353 933 1833 933 4022 46565.29727222621 5
114182 935 53530 36058 935 1835 935 3771 16295.697033744824 5
59968 939 128229 10268 939 1839 939 3691 6132.583720297102 5
91336 963 123880 3114 963 1863 963 3704 4804.476818003711 5
3066 968 3594 2648 968 1868 968 3795 15175.867120430146 5
137015 980 6365 45309 980 1880 980 3763 9909.746085432827 5
198840 983 2653 8217 983 1883 983 3737 6396.2662096062195 5
284238 996 7348 14067 996 1896 996 3752 6656.704570800472 5
139670 1026 5865 13202 1026 1926 1026 3751 2999.6796664825915 5
52919 1030 4248 1948 1030 1930 1030 3853 14684.31178416918 5
110606 1044 16926 14480 1044 1944 1044 3786 4940.4603855890655 5
135340 1047 16907 17175 1047 1947 1047 3813 7810.1201959367245 5
83353 1049 3513 129879 1049 1949 1049 3782 3870.6189262582334 5
46070 1052 11370 11965 1052 1952 1052 3773 2470.3577448029628 5
276221 1061 5546 36305 1061 1961 1061 3837 9084.537899005245 5
209240 1067 130823 120555 1067 1967 1067 3832 7792.74639752171 5
236708 1080 100444 112086 1080 1980 1080 3847 8024.575814141094 5
225382 1103 9554 88700 1103 2003 1103 3860 6780.626560233912 5
211932 1109 61935 12279 1109 2009 1109 4118 37004.70308212179 5
87281 1132 96651 16744 1132 2032 1132 3950 14097.941301304847 5
315130 1140 10836 3131 1140 2040 1140 3867 3125.7982441837325 5
295341 1168 9903 11304 1168 2068 1168 3915 5633.703205497969 5
122961 1170 11428 8303 1170 2070 1170 3908 4507.86754794235 5
63861 1185 5420 14770 1185 2085 1185 3980 11309.871465622718 5
272124 1187 111688 3702 1187 2087 1187 3940 6300.619315509856 5
98849 1193 65207 35941 1193 2093 1193 4006 13541.960411410291 5
282429 1204 109599 19208 1204 2104 1204 4072 20152.17589445997 5
116601 1226 4599 4103 1226 2126 1226 3972 5489.061862268534 5
283583 1229 11960 104618 1229 2129 1229 3955 3080.538891664721 5
17014 1238 85404 11304 1238 2138 1238 3958 2396.2265984082114 5
293164 1244 4796 103929 1244 2144 1244 3978 4015.0035273979897 5
320029 1247 14100 11258 1247 2147 1247 4028 9689.47676234885 5
165560 1253 4248 13217 1253 2153 1253 4016 7453.98070863473 5
156716 1256 85138 69060 1256 2156 1256 4031 8950.204059893675 5
221582 1264 18064 11769 1264 2164 1264 4017 6333.012128383629 5
326633 1275 14799 69217 1275 2175 1275 4067 10934.346585431915 5
316056 1278 112078 37020 1278 2178 1278 4036 6943.657165097874 5
226649 1288 5564 85379 1288 2188 1288 4029 4848.640445598668 5
252194 1299 87619 5538 1299 2199 1299 4087 10529.999170241765 5
133930 1302 2957 125133 1302 2202 1302 4091 10568.825213161273 5
100183 1307 10696 100369 1307 2207 1307 4059 6195.863852367374 5
268364 1311 65531 35958 1311 2211 1311 4109 11759.58636400557 5
26786 1318 11767 8303 1318 2218 1318 4085 8004.870654017657 5
288988 1325 120233 111267 1325 2225 1325 4132 12760.547797845462 5
122409 1330 1434 11070 1330 2230 1330 4050 2378.8066109882748 5
73371 1337 11844 96748 1337 2237 1337 4073 4245.9477449328 5
