r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
177811 16 12076 130530 16 916 16 2739 2657.873592366724 5
170481 24 130720 11434 24 924 24 2742 2052.1799909002625 5
29396 37 11371 4372 37 937 37 2785 5703.04198404731 5
273537 47 130823 85377 47 947 47 2792 5314.184925835813 5
338785 59 10274 3512 59 959 59 2803 5271.210426336181 5
182263 71 802 2802 71 971 71 2840 8207.066567051506 5
337930 73 129114 14005 73 973 73 2843 8384.842792626061 5
57940 75 4740 11950 75 975 75 2801 3053.466450715639 5
335848 80 127017 127760 80 980 80 2799 2187.250609976299 5
24211 83 53360 2651 83 983 83 3144 43280.382060463344 5
228063 98 57203 33593 98 998 98 3154 42683.737134329145 5
211527 104 35833 9888 104 1004 104 2898 11241.157247049121 5
330005 118 10351 5830 118 1018 118 2906 10536.039112666687 5
82331 134 2659 131195 134 1034 134 2892 6939.90731020547 5
327506 139 43334 65753 139 1039 139 2866 3233.0938446322975 5
223808 164 130823 129879 164 1064 164 2885 2484.043489964371 5
17944 171 62170 83287 171 1071 171 3229 42936.32629661298 5
192943 174 4668 95434 174 1074 174 2920 5430.410439788617 5
168390 180 37447 4736 180 1080 180 2927 5604.59299773005 5
59539 202 130823 2653 202 1102 202 2951 5873.32816036022 5
287946 208 2413 4677 208 1108 208 2978 8299.464214411604 5
16712 210 62440 79595 210 1110 210 3634 86764.81562243938 5
285242 212 10272 3510 212 1112 212 2963 6051.019242506425 5
12584 215 85477 14807 215 1115 215 2941 3004.538242328019 5
243928 227 61405 7975 227 1127 227 2946 2182.0339944337898 5
96763 239 4787 18878 239 1139 239 2981 5014.45482585089 5
188799 251 12983 129338 251 1151 251 2997 5430.088773306852 5
73684 253 104878 35752 253 1153 253 2987 4051.906977853773 5
62262 272 14549 76441 272 1172 272 3002 3563.2806918132733 5
336271 276 4249 9899 276 1176 276 2998 2547.89118221699 5
259448 281 14797 6799 281 1181 281 3032 6119.362513064726 5
64107 283 10836 62171 283 1183 283 3348 43784.471107180485 5
49731 291 96983 105017 291 1191 291 3032 4866.068701634075 5
41877 300 13581 2813 300 1200 300 3088 10494.642436263422 5
92758 310 125218 55482 310 1210 310 3059 5797.158745060291 5
103735 319 74064 1146 319 1219 319 3078 7033.645798901728 5
186716 325 87375 5569 325 1225 325 3100 8986.525691318773 5
221183 335 18056 48309 335 1235 335 3088 6290.842493133924 5
137425 390 8324 5416 390 1290 390 3155 7799.77659351021 5
309738 404 109473 54407 404 1304 404 3161 6803.143902950197 5
30712 423 38074 127640 423 1323 423 3194 8479.93663849451 5
1030 429 66107 6928 429 1329 429 3228 11843.145401856273 5
276598 441 3387 129396 441 1341 441 3167 3040.7890562380253 5
202058 449 130090 14592 449 1349 449 3180 3696.2903815618906 5
151151 452 10058 4755 452 1352 452 3209 6728.491210274728 5
156888 466 9902 9553 466 1366 466 3211 5312.720258177658 5
272438 473 4732 11885 473 1373 473 3248 8928.093375379423 5
241385 475 3127 96983 475 1375 475 3197 2525.801332477346 5
11255 480 111710 96662 480 1380 480 3220 4713.2602059618785 5
150454 484 111701 7671 484 1384 484 3232 5750.289549082207 5
141279 486 1563 127605 486 1386 486 3279 11051.278944749098 5
28139 493 94429 91439 493 1393 493 3221 3342.1630172136456 5
43618 506 87329 130530 506 1406 506 3250 5213.833929963614 5
