r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
26824 31 107114 128869 31 931 31 2801 8359.869828301958 5
295384 37 87186 40562 37 937 37 2814 9210.508513523257 5
116657 44 7649 7882 44 944 44 2775 3648.399290092047 5
251495 58 3514 114717 58 958 58 2873 13684.78409362363 5
165597 66 62208 11435 66 966 66 3127 43295.259180804234 5
224713 71 16912 3125 71 971 71 2804 3873.930410206759 5
319448 79 95425 6214 79 979 79 2845 7839.9583418922375 5
305519 84 103759 48311 84 984 84 2835 6077.392492116509 5
170135 108 11303 100467 108 1008 108 2855 5612.0300622021205 5
128164 117 5429 8069 117 1017 117 2846 3375.492101701143 5
84140 122 16703 130530 122 1022 122 2860 4457.701891208007 5
274671 136 8313 129571 136 1036 136 2858 2598.2301022577335 5
100224 143 6635 14658 143 1043 143 2913 8383.14619663157 5
74003 145 109472 9889 145 1045 145 3243 47641.70324874402 5
215625 152 8331 123434 152 1052 152 2890 4474.224781309756 5
9863 158 2412 8895 158 1058 158 2962 12457.265241684981 5
86054 177 44398 11851 177 1077 177 3250 44697.92519367487 5
69219 185 8068 130942 185 1085 185 2951 7825.160923142764 5
119464 197 91577 8063 197 1097 197 2924 3149.1706252459144 5
335061 209 9890 11370 209 1109 209 2950 4800.416948207041 5
278250 216 3142 7686 216 1116 216 2946 3488.3106713343955 5
300194 233 11921 109755 233 1133 233 2991 6903.353375418741 5
310485 237 6721 3131 237 1137 237 2963 3013.603719054894 5
62610 248 128388 11427 248 1148 248 2976 3317.185745649192 5
172749 250 85477 128869 250 1150 250 3014 7624.1116269400245 5
140438 254 3781 5551 254 1154 254 2982 3340.723446129732 5
95778 260 107193 108812 260 1160 260 2984 2819.9297473222687 5
217579 270 85461 14796 270 1170 270 3014 5265.336260000556 5
220227 292 18444 11434 292 1192 292 3014 2579.1089659521585 5
327331 298 6376 64183 298 1198 298 3058 7197.3062889635 5
269964 318 327 12933 318 1218 318 3057 4573.96541523523 5
7051 321 3513 10358 321 1221 321 3050 3397.046662790253 5
69805 348 91485 95543 348 1248 348 3090 4950.302392614912 5
148079 352 58918 47464 352 1252 352 3109 6827.071343420741 5
65206 366 7688 78630 366 1266 366 3146 9573.406703115577 5
201707 374 7671 1569 374 1274 374 3166 10969.372280843128 5
336135 389 9884 5469 389 1289 389 3106 2038.7247195692128 5
39646 396 7978 129689 396 1296 396 3134 4486.041003043909 5
97181 401 3617 8023 401 1301 401 3129 3258.455504626495 5
19609 430 15672 6800 430 1330 430 3166 4247.810281840262 5
205931 433 4110 12074 433 1333 433 3188 6594.870122183085 5
211219 448 87663 10468 448 1348 448 3182 4025.9389118817794 5
102045 459 17219 65360 459 1359 459 3215 6650.062910689851 5
322052 467 3619 7420 467 1367 467 3279 13433.86921676846 5
103521 477 120262 35763 477 1377 477 3209 3796.994988863585 5
284282 482 14491 43565 482 1382 482 3235 6254.733725588263 5
26092 493 40888 7795 493 1393 493 3237 5217.907118578937 5
316089 497 100480 44933 497 1397 497 3222 2936.576131435909 5
333854 513 6667 103756 513 1413 513 3274 7216.768228226654 5
331500 519 4732 10276 519 1419 519 3278 6993.177768089658 5
94509 528 3617 85364 528 1428 528 3269 4817.37438031658 5
168094 536 85477 6376 536 1436 536 3305 8171.892870309998 5
155530 552 9836 8931 552 1452 552 3302 5925.16921008944 5
15174 570 100429 8093 570 1470 570 3329 6974.385404783891 5
204481 572 125774 53529 572 1472 572 3332 7114.786094367021 5
123009 603 95395 18431 603 1503 603 3423 14365.614395886854 5
340453 614 9903 4791 614 1514 614 3332 2121.8824778971725 5
125235 624 100185 4058 624 1524 624 3430 12627.17671708991 5
195309 631 104722 66153 631 1531 631 3384 6350.224041714059 5
88683 639 15207 11435 639 1539 639 3416 9196.375817490849 5
3829 642 42280 16554 642 1542 642 3436 11256.050302594644 5
225419 652 11967 109477 652 1552 652 3734 45758.38627230137 5
75475 656 44478 37445 656 1556 656 3388 3806.6409051842224 5
121804 667 11435 126844 667 1567 667 3399 3817.4307337145215 5
309951 675 12972 85081 675 1575 675 3421 5423.566129884823 5
321712 685 5907 7688 685 1585 685 3482 11548.657316262466 5
224714 695 5562 11402 695 1595 695 3418 2755.164141303962 5
260631 697 14804 5865 697 1597 697 3421 2818.0981775347827 5
61435 708 95335 129689 708 1608 708 3457 5768.344114349533 5
214379 710 17206 129339 710 1610 710 3460 5896.132230959912 5
109202 735 84193 88266 735 1635 735 3479 5257.821331908337 5
216381 737 9903 12612 737 1637 737 3582 17374.840595597343 5
57645 742 11305 11435 742 1642 742 3491 5790.463120278234 5
189898 753 16862 9902 753 1653 753 3496 5101.889631299728 5
37149 765 4747 9833 765 1665 765 3497 3760.7209682881075 5
69220 777 55092 130530 777 1677 777 3589 13324.016661841066 5
306813 789 8930 7800 789 1689 789 3550 7262.39658299767 5
30401 798 86219 485 798 1698 798 3523 2969.6830036012266 5
183530 800 62210 3733 800 1700 800 3881 45656.23740437974 5
177576 807 100517 6081 807 1707 807 3546 4658.91559044529 5
