r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
71539 2 9439 2812 2 902 2 2723 2472.0124766144922 5
206745 4 8236 9890 4 904 4 2791 10376.427085743024 5
119699 10 14022 4480 10 910 10 2745 4110.753809765205 5
11242 25 3511 6722 25 925 25 2762 4407.0049657083655 5
327113 31 9890 94965 31 931 31 2854 14739.972137276629 5
85056 42 3508 127605 42 942 42 2785 5136.662920024434 5
109483 49 11199 88277 49 949 49 2786 4430.017516357096 5
260219 66 104775 8087 66 966 66 2821 6575.6637546906295 5
258087 81 93846 126342 81 981 81 2843 7357.528586667507 5
314389 84 93835 14592 84 984 84 2808 2835.616925111081 5
13299 88 91421 100488 88 988 88 2827 4638.8927640803795 5
160307 113 11768 100325 113 1013 113 2877 7623.308558202284 5
238245 120 4741 2848 120 1020 120 2839 2204.481369601739 5
211499 138 80616 100469 138 1038 138 2873 4088.2803724978316 5
104780 150 130752 91444 150 1050 150 2894 5265.804396362885 5
8868 164 8030 42277 164 1064 164 2933 8256.544032988604 5
170464 169 3871 6777 169 1069 169 2955 10205.908603310456 5
303145 172 10372 124599 172 1072 172 2905 3945.238797367262 5
89463 179 3095 100430 179 1079 179 3022 17128.10204596697 5
260867 181 41832 3708 181 1081 181 2989 12903.638975531587 5
322276 185 6887 3513 185 1085 185 2928 5157.859085342452 5
28696 187 12448 15631 187 1087 187 3003 13846.91672052067 5
32072 190 11199 5546 190 1090 190 2927 4391.758756834509 5
239952 195 130333 104810 195 1095 195 2933 4454.777614339735 5
116952 212 42272 10169 212 1112 212 2966 6393.636240609766 5
83676 231 64183 66036 231 1131 231 3030 11832.667543992406 5
265886 240 85182 103759 240 1140 240 3046 12633.702450259972 5
333440 246 3622 7935 246 1146 246 3053 12753.676937398448 5
160921 260 130021 95425 260 1160 260 2993 3844.5832004996946 5
20623 266 129396 11441 266 1166 266 3020 6407.628120060776 5
277859 269 6801 6157 269 1169 269 3040 8490.776957745029 5
320363 282 13097 5274 282 1182 282 3043 7270.481589057827 5
136030 289 35989 85458 289 1189 289 3052 7511.30838164309 5
176116 293 6796 129817 293 1193 293 3018 2997.3937722139985 5
90374 301 11768 11890 301 1201 301 3026 2924.0646708589343 5
126114 322 11920 11319 322 1222 322 3076 6429.29173185093 5
217870 330 7963 9111 330 1230 330 3049 2207.5294654794225 5
84382 335 4745 36025 335 1235 335 3152 13976.513381291667 5
329993 344 130452 13216 344 1244 344 3069 2951.414358242277 5
146387 347 91534 11435 347 1247 347 3094 5639.327853292303 5
158199 353 5783 129689 353 1253 353 3075 2527.7034774092804 5
77255 370 5886 60066 370 1270 370 3114 5172.681197782137 5
268639 376 14773 2164 376 1276 376 3136 7102.761481164578 5
307026 394 85423 11885 394 1294 394 3161 7980.966293715738 5
188777 404 15533 43017 404 1304 404 3139 4111.675439904738 5
314055 407 87635 9889 407 1307 407 3154 5623.780234475138 5
283873 426 9889 7687 426 1326 426 3171 5386.316902243858 5
57927 433 5566 78056 433 1333 433 3161 3278.98662978551 5
23615 446 3150 98638 446 1346 446 3226 9497.174367669897 5
163784 453 50059 11304 453 1353 453 3256 12307.354719923278 5
133590 472 12299 4099 472 1372 472 3240 8120.815172499085 5
309732 492 94429 7786 492 1392 492 3225 3899.700022190588 5
250192 494 10255 54949 494 1394 494 3253 7005.090549534758 5
287941 497 50078 35744 497 1397 497 3237 4757.580779679735 5
179843 502 88472 103854 502 1402 502 3305 12270.292399383152 5
7348 508 3513 87661 508 1408 508 3245 4416.275963962193 5
62855 523 36223 7956 523 1423 523 3305 9796.424615615852 5
133064 532 4736 7736 532 1432 532 3292 7133.669737540821 5
223800 541 3511 11370 541 1441 541 3285 5180.045296935832 5
129319 543 3145 7688 543 1443 543 3280 4397.7173733559885 5
327898 560 5544 17242 560 1460 560 3323 7453.165654965477 5
191441 562 7213 3123 562 1462 562 3321 7001.416174044177 5
332984 569 35997 4736 569 1469 569 3361 10976.186170713396 5
105465 581 128388 12626 581 1481 581 3344 7482.162385589695 5
148233 585 103761 4480 585 1485 585 3348 7459.017552145741 5
141261 592 100469 128250 592 1492 592 3325 3915.3148083450105 5
21377 596 9479 4736 596 1496 596 3315 2224.7406634118647 5
336259 604 53535 8315 604 1504 604 3337 3886.983123933773 5
213976 621 129752 85435 621 1521 621 3414 11084.881125639145 5
72976 630 4248 4085 630 1530 630 3356 3072.5752601622835 5
147051 645 35750 2656 645 1545 645 3363 2070.732120671217 5
288573 650 7738 17242 650 1550 650 3436 10202.065800524326 5
51245 658 1445 74049 658 1558 658 3450 11031.862275133939 5
66932 668 45601 104611 668 1568 668 3393 2888.238199806767 5
30693 680 5865 77787 680 1580 680 3418 4515.936778020375 5
224977 682 1816 85105 682 1582 682 3487 12561.915455941433 5
164348 684 73370 4249 684 1584 684 3409 2967.8778205972885 5
16198 691 98600 36323 691 1591 691 3470 9475.988730757157 5
159164 694 10352 4109 694 1594 694 3455 7301.887623071904 5
75707 723 45609 53533 723 1623 723 3447 2767.464366539403 5
340692 737 12729 6785 737 1637 737 3476 4576.994024474774 5
305224 755 2578 100467 755 1655 755 3497 4929.394894619407 5
217871 764 11440 4751 764 1664 764 3487 2681.3359036079028 5
329105 780 87633 5207 780 1680 780 3514 4058.285143885219 5
324743 803 87344 126665 803 1703 803 3605 12223.570233824263 5
78776 820 91519 130911 820 1720 820 3543 2747.209786044091 5
82317 825 6920 5476 825 1725 825 3550 2992.180447972777 5
54357 829 8090 1569 829 1729 829 3594 7766.725900532642 5
99044 840 2199 117400 840 1740 840 3581 4817.719719451534 5
109484 854 7880 130823 854 1754 854 3575 2485.939211321356 5
314390 865 2635 95360 865 1765 865 3610 5309.855234730045 5
102278 881 2653 7140 881 1781 881 3625 5197.933163877224 5
221874 893 6802 10163 893 1793 893 3642 5803.425294379182 5
64749 920 87663 11304 920 1820 920 3664 5228.2220411344715 5
90375 949 5574 4367 949 1849 949 3682 3931.19209893908 5
142687 953 61942 24790 953 1853 953 3796 17149.50125246202 5
317906 961 1431 5928 961 1861 961 3725 7618.6558309340535 5
55194 964 128388 13766 964 1864 964 3734 8386.547821980386 5
326088 970 14492 3138 970 1870 970 3695 2911.7231220925405 5
164765 977 62242 76804 977 1877 977 3774 11578.52623416108 5
296267 986 14487 2417 986 1886 986 3741 6582.49346211022 5
155162 998 116371 17003 998 1898 998 3773 8978.295130169954 5
227456 1000 5928 95357 1000 1900 1000 3718 2078.114210483704 5
315232 1004 87633 73366 1004 1904 1004 3732 3311.179665371382 5
329994 1006 85432 66423 1006 1906 1006 3752 5430.724002123526 5
286348 1008 128840 12092 1008 1908 1008 3751 5085.55806005166 5
90022 1018 130823 542 1018 1918 1018 3826 12957.981281304026 5
113787 1022 95437 93915 1022 1922 1022 3893 20471.115719297635 5
15502 1027 4363 16303 1027 1927 1027 3778 6057.123490340778 5
8869 1037 128455 11302 1037 1937 1037 3785 5662.991575715402 5
24844 1041 127264 7885 1041 1941 1041 3767 3119.0293557094546 5
57290 1061 3618 3125 1061 1961 1061 3793 3782.787011617371 5
10698 1064 10362 91492 1064 1964 1064 3796 3814.047981353754 5
269433 1081 5455 11966 1081 1981 1081 3815 4044.550524875567 5
177796 1094 91524 118841 1094 1994 1094 3878 9998.943480374333 5
223313 1113 5783 12073 1113 2013 1113 3885 8572.638110742286 5
151138 1121 85501 96651 1121 2021 1121 3879 6912.801826064546 5
13982 1133 9903 18523 1133 2033 1133 3855 2574.7308416924575 5
243294 1149 65801 100353 1149 2049 1149 3923 8825.30745397832 5
37470 1155 7345 93906 1155 2055 1155 3884 3402.643859944066 5
322277 1177 3512 17611 1177 2077 1177 3906 3362.5728526720422 5
204032 1190 18056 126052 1190 2090 1190 3916 3073.4908595337183 5
129320 1194 85448 13627 1194 2094 1194 3951 6833.726890349291 5
188778 1203 11372 6796 1203 2103 1203 3948 5357.851848182816 5
167685 1210 793 7883 1210 2110 1210 3945 4149.439277843339 5
27089 1214 87626 14008 1214 2114 1214 3967 6241.731578687927 5
302606 1227 16926 5632 1227 2127 1227 3999 8533.587844750884 5
321411 1233 1458 9560 1233 2133 1233 3978 5326.160815307973 5
327489 1238 16938 3138 1238 2138 1238 3976 4559.511689761546 5
82318 1250 13023 105269 1250 2150 1250 3996 5490.859911172101 5
125541 1260 10171 1429 1260 2160 1260 3988 3249.9547437236088 5
66933 1270 8916 83318 1270 2170 1270 4051 9659.98480798408 5
158200 1279 9904 104737 1279 2179 1279 4028 5770.303381950518 5
326089 1288 36315 35987 1288 2188 1288 4024 4226.657722476665 5
338776 1298 4234 82471 1298 2198 1298 4016 2093.215216170717 5
119700 1301 95340 7804 1301 2201 1301 4029 3309.624477122282 5
339787 1317 11304 14511 1317 2217 1317 4069 6130.72944510666 5
196577 1323 11305 95434 1323 2223 1323 4070 5601.41590002792 5
274156 1335 11969 3118 1335 2235 1335 4061 3005.9710024531273 5
36684 1343 95011 7884 1343 2243 1343 4131 10459.247458779484 5
146388 1369 103759 12277 1369 2269 1369 4101 3805.532798983499 5
31383 1373 104716 3115 1373 2273 1373 4110 4404.677253106854 5
134948 1379 126342 103951 1379 2279 1379 4137 6894.927514125096 5
133591 1395 12091 18584 1395 2295 1395 4156 7286.334540307263 5
331204 1398 3124 17176 1398 2298 1398 4154 6629.81117651462 5
58734 1401 7880 4742 1401 2301 1401 4122 2511.2394771990826 5
337913 1408 85424 5560 1408 2308 1408 4157 5854.370773704807 5
