r.id  r.timeCall  r.pickupLocationID r.deliveryLocationID  r.earlyPickupTime  r.latePickupTime  r.earlyDeliveryTime  r.lateDeliveryTime  r.maxTravelDistance  r.maxNbStops
250369 2 41586 3079 2 902 2 2800 11687.635825176987 5
67642 11 8238 1432 11 911 11 2761 5983.466228315611 5
88384 15 5573 3121 15 915 15 2754 4604.164690282761 5
78933 39 3124 42280 39 939 39 2758 2177.4423720167306 5
28797 58 10358 11300 58 958 58 2786 3244.3272235858044 5
61845 64 54930 3512 64 964 64 2891 15228.241348636877 5
45270 72 14903 3733 72 972 72 2855 9947.34903228923 5
161107 74 127534 14807 74 974 74 2818 5245.2245741583 5
290647 85 54888 112165 85 985 85 2851 7830.896655967362 5
215341 89 11302 7679 89 989 89 2810 2413.39364955383 5
39328 91 11370 17173 91 991 91 2825 4005.643419886248 5
181176 103 9434 10461 103 1003 103 2842 4649.052952476601 5
70105 109 4166 86224 109 1009 109 2963 18417.903836189904 5
135152 120 130530 8369 120 1020 120 2876 6602.587863318895 5
561 138 3780 11844 138 1038 138 2862 2879.7469197080227 5
62370 148 4234 42999 148 1048 148 2871 2645.699080657017 5
157022 166 8937 62143 166 1066 166 3283 50030.41042743736 5
10839 190 6724 77948 190 1090 190 2927 4430.653999077428 5
216802 195 9893 88752 195 1095 195 2995 11972.343541433065 5
244053 208 14799 4104 208 1108 208 2949 4829.485274120991 5
188246 218 15191 128883 218 1118 218 2960 5023.391539673568 5
55356 242 6366 104737 242 1142 242 3028 10229.695624054815 5
246454 248 85479 15531 248 1148 248 3011 7538.5658244446495 5
305316 261 9899 35753 261 1161 261 2986 2994.5377229012474 5
307891 275 2810 2164 275 1175 275 3004 3404.936437472787 5
158386 280 6798 48296 280 1180 280 3028 5707.259211128883 5
119865 283 3140 6798 283 1183 283 3013 3493.517106555028 5
211671 291 9889 3124 291 1191 291 3024 3874.4399308309257 5
321476 298 6547 2275 298 1198 298 3060 7437.8484818229435 5
179413 306 70345 8329 306 1206 306 3088 9821.768122054515 5
134335 325 100405 7849 325 1225 325 3064 4668.330642657171 5
333591 335 7846 10350 335 1235 335 3080 5290.850827215882 5
133227 338 91485 10456 338 1238 338 3067 3476.678691434465 5
150022 343 11195 4736 343 1243 343 3065 2566.3190081619446 5
4088 365 131189 64492 365 1265 365 3265 23949.144730589556 5
329252 374 130823 10161 374 1274 374 3140 7847.82422660313 5
212357 376 2495 6081 376 1276 376 3099 2705.4599550555745 5
97603 392 88272 9330 392 1292 392 3123 3617.1555991545074 5
87749 408 35774 104777 408 1308 408 3188 9507.41453053026 5
293664 425 6374 37449 425 1325 425 3207 9818.235864515513 5
223879 428 10170 9557 428 1328 428 3150 2534.989823115173 5
12074 431 95802 4249 431 1331 431 3184 6247.300124044829 5
304881 443 123632 7086 443 1343 443 3191 5706.72182487467 5
222745 452 128753 103575 452 1352 452 3178 3080.2260326278924 5
322374 467 8872 129339 467 1367 467 3288 14444.053081170605 5
98357 484 2812 109283 484 1384 484 3459 32952.05759761771 5
1171 496 3527 100435 496 1396 496 3287 10805.246686406628 5
120481 505 103929 101876 505 1405 505 3246 4902.307341483752 5
104906 519 55097 91492 519 1419 519 3318 11774.66283390983 5
127365 536 16703 129879 536 1436 536 3272 4243.703226351827 5
69589 561 65806 2121 561 1461 561 3340 9433.678460641959 5
296435 583 85037 13014 583 1483 583 3366 9847.314170064772 5
1672 593 62241 54692 593 1493 593 3367 8876.998671771224 5
222042 595 6666 4480 595 1495 595 3326 3703.4508756727037 5
73135 606 3701 3136 606 1506 606 3393 10382.926461263036 5
96903 615 9439 62141 615 1515 615 3660 41365.549504012975 5
187571 628 3857 103951 628 1528 628 3380 6132.097051417289 5
62371 642 2851 11304 642 1542 642 3399 6797.614465658658 5
305991 651 54947 18431 651 1551 651 3471 14319.187610499115 5
105625 658 4741 85374 658 1558 658 3394 4261.831296606797 5
153148 663 44378 6803 663 1563 663 3749 46304.36938506103 5
170677 669 44378 65520 669 1569 669 3740 44486.197988570886 5
44584 676 8934 7090 676 1576 676 3429 6327.910260383864 5
215342 681 84168 5454 681 1581 681 3433 6173.55519099433 5
119866 687 4107 16907 687 1587 687 3454 7947.036145347348 5
163331 701 104709 91444 701 1601 701 3426 2985.208858791124 5
223880 710 6369 7845 710 1610 710 3450 4751.5794559040305 5
88385 713 4086 116353 713 1613 713 3470 6762.666212190285 5
167846 727 16530 6158 727 1627 727 3447 2332.2532308630734 5
311870 736 2031 8311 736 1636 736 3526 10685.772279422785 5
111922 755 9108 91493 755 1655 755 3494 4615.732262941927 5
308702 765 1833 16560 765 1665 765 3513 5687.8522470840935 5
288729 767 65712 98640 767 1667 767 3501 3965.76148295121 5
196372 769 11754 14543 769 1669 769 3598 15415.801432509823 5
90499 805 4107 83879 805 1705 805 3572 7925.692163052169 5
238946 830 11195 10052 830 1730 830 3553 2665.0984743204026 5
75872 832 54947 16703 832 1732 832 3660 15264.129189788931 5
4712 850 62172 77130 850 1750 850 3656 12604.041181369057 5
219984 856 44477 93915 856 1756 856 3709 18327.976767444514 5
270937 874 105825 7678 874 1774 874 3676 12152.282561805903 5
74911 877 10053 65504 877 1777 877 3600 2740.1508516852546 5
310921 890 10058 68844 890 1790 890 3620 3556.158476413026 5
28798 893 129004 103933 893 1793 893 3643 5908.644845033078 5
140765 906 100405 5068 906 1806 906 3646 4786.176307156735 5
332550 909 105055 4748 909 1809 909 3668 6971.828823884477 5
6693 911 6367 64183 911 1811 911 3647 4256.479978580784 5
247073 916 3513 7685 916 1816 916 3651 4118.955150732977 5
